group_name,dataset_group,num_promoters,num_comparisons,similarity_score,correlation_score,similarity_category,correlation_category,size_adjustment_factor,comparison_weight,std_adjustment_factor,correlation_adjustment_factor,similarity_std,mean_proximal_similarity,mean_distal_similarity,correlation_std,mean_proximal_correlation,mean_distal_correlation,num_tfbs_types_found,status,error_msg
RANDOM_MGC_9645,Random,3,3,64.06,97.94,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,7.05,0.648,0.623,1.04,0.984,0.969,20.0,success,
RANDOM_MGC_9638,Random,8,28,52.13,96.65,High Similarity,Very High Correlation,0.925,1.0,1.0,1.0,9.94,0.54,0.479,1.59,0.962,0.977,24.0,success,
RANDOM_MGC_9647,Random,4,6,45.01,97.55,Moderate Similarity,Very High Correlation,0.96,0.95,1.0,1.0,8.12,0.465,0.415,1.12,0.972,0.983,24.0,success,
RANDOM_MGC_9646,Random,5,10,47.6,97.46,Moderate Similarity,Very High Correlation,1.0,1.0,1.0,1.0,11.7,0.488,0.448,1.36,0.979,0.963,26.0,success,
RANDOM_MGC_9649,Random,4,6,54.64,98.15,High Similarity,Very High Correlation,0.96,0.95,1.0,1.0,6.25,0.506,0.64,0.44,0.976,0.993,25.0,success,
RANDOM_MGC_9648,Random,6,15,44.05,97.08,Moderate Similarity,Very High Correlation,0.967,1.0,1.0,1.0,10.55,0.411,0.509,1.17,0.969,0.975,24.0,success,
RANDOM_MGC_9653,Random,3,3,52.16,98.65,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,7.59,0.535,0.491,0.73,0.984,0.992,18.0,success,
RANDOM_MGC_9654,Random,3,3,57.08,98.12,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,10.91,0.55,0.618,0.81,0.978,0.989,20.0,success,
RANDOM_MGC_9652,Random,4,6,55.66,96.45,High Similarity,Very High Correlation,0.96,0.95,1.0,1.0,4.17,0.566,0.535,1.68,0.956,0.983,23.0,success,
RANDOM_MGC_9651,Random,5,10,45.64,97.79,Moderate Similarity,Very High Correlation,1.0,1.0,1.0,1.0,9.51,0.434,0.509,0.94,0.975,0.984,25.0,success,
RANDOM_MGC_9650,Random,7,21,49.25,95.95,Moderate Similarity,Very High Correlation,0.943,1.0,1.0,1.0,9.36,0.494,0.489,1.89,0.953,0.976,29.0,success,
RANDOM_MGC_9656,Random,3,3,44.47,97.96,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,10.37,0.387,0.579,0.65,0.979,0.982,23.0,success,
RANDOM_MGC_9657,Random,3,3,57.35,94.68,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,6.5,0.532,0.67,1.71,0.934,0.977,21.0,success,
RANDOM_MGC_9658,Random,3,3,45.54,96.73,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,2.8,0.474,0.411,0.6,0.963,0.978,22.0,success,
RANDOM_MGC_9655,Random,4,6,51.27,97.12,High Similarity,Very High Correlation,0.96,0.95,1.0,1.0,6.81,0.561,0.399,0.8,0.968,0.979,25.0,success,
RANDOM_MGC_9659,Random,4,6,46.99,97.29,Moderate Similarity,Very High Correlation,0.96,0.95,1.0,1.0,5.63,0.467,0.476,1.46,0.969,0.983,26.0,success,
RANDOM_MGC_9662,Random,3,3,48.49,98.38,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,1.38,0.454,0.557,0.46,0.986,0.979,21.0,success,
RANDOM_MGC_9660,Random,4,6,47.79,97.05,Moderate Similarity,Very High Correlation,0.96,0.95,1.0,1.0,6.66,0.41,0.637,1.12,0.961,0.993,21.0,success,
RANDOM_MGC_9663,Random,3,3,56.04,97.97,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,9.39,0.489,0.726,0.11,0.975,0.991,21.0,success,
RANDOM_MGC_9661,Random,4,6,50.15,97.07,High Similarity,Very High Correlation,0.96,0.95,1.0,1.0,6.24,0.519,0.46,0.7,0.971,0.97,24.0,success,
RANDOM_MGC_9664,Random,4,6,64.72,98.31,High Similarity,Very High Correlation,0.96,0.95,1.0,1.0,8.55,0.637,0.67,0.28,0.98,0.991,21.0,success,
RANDOM_MGC_9665,Random,4,6,48.8,96.05,Moderate Similarity,Very High Correlation,0.96,0.95,1.0,1.0,5.82,0.464,0.543,2.11,0.954,0.976,25.0,success,
RANDOM_MGC_9666,Random,3,3,46.5,98.66,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,11.7,0.397,0.624,0.23,0.986,0.989,21.0,success,
RANDOM_MGC_9668,Random,3,3,52.82,97.28,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,0.83,0.481,0.637,1.16,0.965,0.991,22.0,success,
RANDOM_MGC_9667,Random,3,3,62.79,98.46,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,5.79,0.622,0.643,0.56,0.982,0.99,21.0,success,
RANDOM_MGC_9669,Random,4,6,48.94,97.61,Moderate Similarity,Very High Correlation,0.96,0.95,1.0,1.0,3.23,0.488,0.492,0.82,0.974,0.98,24.0,success,
RANDOM_MGC_9671,Random,3,3,41.28,97.73,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,1.37,0.396,0.452,0.71,0.974,0.985,20.0,success,
RANDOM_MGC_9670,Random,4,6,39.61,97.94,Moderate Similarity,Very High Correlation,0.96,0.95,1.0,1.0,9.18,0.327,0.556,1.28,0.977,0.984,24.0,success,
RANDOM_MGC_9673,Random,3,3,50.12,98.4,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,11.77,0.439,0.646,0.51,0.981,0.992,20.0,success,
RANDOM_MGC_9674,Random,3,3,49.54,97.95,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,6.2,0.451,0.599,1.1,0.976,0.989,21.0,success,
RANDOM_MGC_9672,Random,4,6,44.25,96.46,Moderate Similarity,Very High Correlation,0.96,0.95,1.0,1.0,4.68,0.385,0.576,1.74,0.954,0.989,23.0,success,
RANDOM_MGC_9680,Random,3,3,66.35,97.52,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,3.46,0.65,0.694,0.94,0.973,0.981,20.0,success,
RANDOM_MGC_9675,Random,3,3,57.9,97.61,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,1.25,0.535,0.682,0.89,0.971,0.988,20.0,success,
RANDOM_MGC_9677,Random,3,3,41.56,98.2,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,7.3,0.382,0.494,0.24,0.98,0.986,20.0,success,
RANDOM_MGC_9676,Random,3,3,51.52,97.77,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,10.79,0.405,0.773,0.31,0.972,0.992,24.0,success,
RANDOM_MGC_9679,Random,5,10,48.86,97.09,Moderate Similarity,Very High Correlation,1.0,1.0,1.0,1.0,12.09,0.484,0.499,1.52,0.965,0.984,25.0,success,
RANDOM_MGC_9682,Random,3,3,60.28,97.11,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,5.55,0.537,0.757,0.99,0.971,0.973,20.0,success,
RANDOM_MGC_9685,Random,3,3,53.66,96.78,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,6.94,0.586,0.421,2.01,0.96,0.986,21.0,success,
RANDOM_MGC_9681,Random,5,10,53.73,97.59,High Similarity,Very High Correlation,1.0,1.0,1.0,1.0,9.32,0.536,0.54,1.02,0.973,0.984,20.0,success,
RANDOM_MGC_9684,Random,5,10,46.02,97.83,Moderate Similarity,Very High Correlation,1.0,1.0,1.0,1.0,10.86,0.425,0.542,0.72,0.973,0.99,26.0,success,
RANDOM_MGC_9683,Random,6,15,55.07,97.32,High Similarity,Very High Correlation,0.967,1.0,1.0,1.0,6.48,0.548,0.557,0.76,0.97,0.981,26.0,success,
RANDOM_MGC_9371,Random,4,6,46.87,89.9,Moderate Similarity,Very High Correlation,0.96,0.95,1.0,1.0,9.02,0.427,0.565,7.46,0.889,0.923,26.0,success,
RANDOM_MGC_9372,Random,3,3,53.01,93.5,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,5.88,0.544,0.497,1.89,0.97,0.852,22.0,success,
RANDOM_MGC_9678,Random,9,36,49.14,97.31,Moderate Similarity,Very High Correlation,0.911,1.0,1.0,1.0,9.82,0.474,0.533,1.0,0.969,0.983,26.0,success,
RANDOM_MGC_9374,Random,3,3,59.95,80.78,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,1.61,0.592,0.617,12.5,0.887,0.622,23.0,success,
RANDOM_MGC_9376,Random,3,3,52.67,80.68,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,1.12,0.491,0.609,2.42,0.88,0.635,25.0,success,
RANDOM_MGC_9375,Random,3,3,55.8,50.91,High Similarity,High Correlation,0.92,0.85,1.0,1.0,5.2,0.535,0.611,2.14,0.503,0.523,24.0,success,
RANDOM_MGC_9373,Random,5,10,39.01,88.58,Moderate Similarity,Very High Correlation,1.0,1.0,1.0,1.0,7.83,0.324,0.543,4.36,0.893,0.869,27.0,success,
RANDOM_MGC_9379,Random,3,3,48.73,70.73,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,0.95,10.26,0.49,0.481,17.97,0.638,0.869,25.0,success,
RANDOM_MGC_9380,Random,2,1,55.79,86.71,High Similarity,Very High Correlation,0.88,0.7,1.0,1.0,,0.526,0.632,,0.82,0.977,22.0,success,
RANDOM_MGC_9377,Random,5,10,40.17,48.01,Moderate Similarity,Moderate Correlation,1.0,1.0,1.0,0.9,14.44,0.449,0.291,38.41,0.439,0.577,26.0,success,
RANDOM_MGC_9381,Random,3,3,42.68,91.14,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,11.71,0.427,0.427,3.61,0.915,0.902,24.0,success,
RANDOM_MGC_9382,Random,3,3,53.74,92.49,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,8.05,0.536,0.54,3.76,0.92,0.936,24.0,success,
RANDOM_MGC_9378,Random,6,15,46.73,70.79,Moderate Similarity,Very High Correlation,0.967,1.0,1.0,0.9,8.75,0.427,0.561,29.26,0.606,0.947,28.0,success,
RANDOM_MGC_9383,Random,3,3,44.98,63.8,Moderate Similarity,High Correlation,0.92,0.85,0.95,1.0,15.23,0.455,0.438,11.99,0.773,0.324,24.0,success,
RANDOM_MGC_9384,Random,3,3,57.59,85.97,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,7.2,0.564,0.604,8.18,0.86,0.86,24.0,success,
RANDOM_MGC_9385,Random,4,6,50.75,80.51,High Similarity,Very High Correlation,0.96,0.95,1.0,1.0,12.73,0.509,0.504,12.66,0.739,0.96,25.0,success,
RANDOM_MGC_9388,Random,3,3,37.46,90.55,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,0.75,0.307,0.532,6.08,0.916,0.881,25.0,success,
RANDOM_MGC_9386,Random,4,6,54.23,80.39,High Similarity,Very High Correlation,0.96,0.95,1.0,1.0,7.13,0.52,0.595,9.39,0.763,0.9,23.0,success,
RANDOM_MGC_9387,Random,5,10,60.92,91.43,High Similarity,Very High Correlation,1.0,1.0,1.0,1.0,6.75,0.628,0.565,5.63,0.954,0.821,24.0,success,
RANDOM_MGC_9389,Random,4,6,39.78,87.97,Moderate Similarity,Very High Correlation,0.96,0.95,1.0,1.0,6.22,0.289,0.653,6.35,0.88,0.878,26.0,success,
RANDOM_MGC_9390,Random,4,6,56.67,87.08,High Similarity,Very High Correlation,0.96,0.95,1.0,1.0,9.56,0.553,0.598,5.07,0.872,0.868,23.0,success,
RANDOM_MGC_9391,Random,3,3,42.7,86.24,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,13.18,0.392,0.508,9.1,0.883,0.815,25.0,success,
RANDOM_MGC_9392,Random,4,6,43.98,76.47,Moderate Similarity,Very High Correlation,0.96,0.95,1.0,1.0,13.36,0.408,0.513,10.71,0.829,0.614,26.0,success,
RANDOM_MGC_9394,Random,3,3,35.37,97.69,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,5.81,0.36,0.34,0.26,0.974,0.984,20.0,success,
RANDOM_MGC_9396,Random,3,3,42.67,76.45,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,0.95,6.33,0.382,0.531,17.62,0.673,0.979,25.0,success,
RANDOM_MGC_9395,Random,4,6,55.62,78.58,High Similarity,Very High Correlation,0.96,0.95,1.0,1.0,8.83,0.58,0.502,10.64,0.794,0.766,25.0,success,
RANDOM_MGC_9398,Random,3,3,49.7,79.13,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,10.39,0.548,0.379,13.66,0.829,0.702,25.0,success,
RANDOM_MGC_9399,Random,3,3,56.6,74.32,High Similarity,Very High Correlation,0.92,0.85,1.0,0.95,12.3,0.589,0.513,15.07,0.697,0.85,24.0,success,
RANDOM_MGC_9393,Random,7,21,43.71,89.34,Moderate Similarity,Very High Correlation,0.943,1.0,1.0,1.0,8.36,0.402,0.518,5.88,0.911,0.853,28.0,success,
RANDOM_MGC_9401,Random,3,3,45.69,84.06,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,3.49,0.305,0.81,4.43,0.851,0.816,22.0,success,
RANDOM_MGC_9400,Random,4,6,52.42,82.22,High Similarity,Very High Correlation,0.96,0.95,1.0,1.0,11.08,0.522,0.53,13.23,0.852,0.753,26.0,success,
RANDOM_MGC_9403,Random,3,3,51.1,87.78,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,9.57,0.488,0.565,5.02,0.872,0.892,22.0,success,
RANDOM_MGC_9397,Random,7,21,48.47,84.06,Moderate Similarity,Very High Correlation,0.943,1.0,1.0,0.95,10.02,0.433,0.606,15.14,0.847,0.826,26.0,success,
RANDOM_MGC_9404,Random,3,3,46.39,76.58,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,1.62,0.455,0.485,7.17,0.754,0.794,26.0,success,
RANDOM_MGC_9402,Random,5,10,54.46,64.94,High Similarity,High Correlation,1.0,1.0,1.0,0.9,8.13,0.537,0.562,22.77,0.569,0.836,27.0,success,
RANDOM_MGC_9405,Random,3,3,51.22,95.8,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,8.53,0.469,0.614,0.87,0.958,0.958,27.0,success,
RANDOM_MGC_9407,Random,3,3,61.11,92.53,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,3.29,0.631,0.565,2.14,0.94,0.892,24.0,success,
RANDOM_MGC_9408,Random,3,3,67.43,86.83,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,3.8,0.688,0.643,2.59,0.873,0.858,24.0,success,
RANDOM_MGC_9406,Random,5,10,40.74,96.5,Moderate Similarity,Very High Correlation,1.0,1.0,1.0,1.0,6.23,0.401,0.421,1.24,0.969,0.956,26.0,success,
RANDOM_MGC_9409,Random,3,3,51.59,92.34,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,3.04,0.499,0.556,0.28,0.929,0.91,26.0,success,
RANDOM_MGC_9410,Random,3,3,54.79,78.59,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,5.8,0.524,0.604,4.05,0.72,0.939,20.0,success,
RANDOM_MGC_9411,Random,3,3,43.86,84.38,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,3.51,0.369,0.6,3.93,0.866,0.793,26.0,success,
RANDOM_MGC_9412,Random,3,3,41.31,85.59,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,9.89,0.359,0.541,8.42,0.818,0.944,23.0,success,
RANDOM_MGC_9413,Random,3,3,59.64,68.6,High Similarity,High Correlation,0.92,0.85,1.0,0.95,3.18,0.608,0.569,17.15,0.606,0.872,22.0,success,
RANDOM_MGC_9414,Random,3,3,46.69,88.19,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,13.78,0.427,0.56,3.94,0.887,0.869,26.0,success,
RANDOM_MGC_9417,Random,3,3,47.95,41.92,Moderate Similarity,Moderate Correlation,0.92,0.85,1.0,0.95,4.99,0.483,0.472,15.2,0.214,0.899,23.0,success,
RANDOM_MGC_9416,Random,4,6,55.84,93.52,High Similarity,Very High Correlation,0.96,0.95,1.0,1.0,3.03,0.564,0.545,2.36,0.932,0.943,28.0,success,
RANDOM_MGC_9415,Random,4,6,55.47,84.65,High Similarity,Very High Correlation,0.96,0.95,1.0,1.0,6.24,0.583,0.489,13.43,0.809,0.934,25.0,success,
RANDOM_MGC_9419,Random,3,3,61.06,87.7,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,2.0,0.568,0.71,5.86,0.903,0.816,22.0,success,
RANDOM_MGC_9418,Random,4,6,48.35,80.5,Moderate Similarity,Very High Correlation,0.96,0.95,1.0,1.0,11.64,0.421,0.629,8.42,0.797,0.823,26.0,success,
RANDOM_MGC_9420,Random,3,3,54.76,92.19,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,7.44,0.562,0.515,2.94,0.903,0.965,23.0,success,
RANDOM_MGC_9421,Random,4,6,52.33,84.37,High Similarity,Very High Correlation,0.96,0.95,1.0,1.0,6.04,0.533,0.5,6.86,0.841,0.851,23.0,success,
RANDOM_MGC_9424,Random,3,3,52.54,94.82,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,8.75,0.458,0.682,1.22,0.951,0.942,26.0,success,
RANDOM_MGC_9423,Random,3,3,48.33,79.42,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,5.14,0.491,0.465,11.32,0.931,0.475,25.0,success,
RANDOM_MGC_9422,Random,4,6,46.95,86.34,Moderate Similarity,Very High Correlation,0.96,0.95,1.0,1.0,4.56,0.424,0.577,5.09,0.872,0.843,25.0,success,
RANDOM_MGC_9425,Random,3,3,46.5,96.04,Moderate Similarity,Very High Correlation,0.92,0.85,0.9,1.0,20.93,0.437,0.532,1.44,0.953,0.979,19.0,success,
RANDOM_MGC_9426,Random,3,3,58.04,73.29,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,9.46,0.578,0.585,13.26,0.742,0.712,21.0,success,
RANDOM_MGC_9427,Random,3,3,51.47,90.74,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,8.27,0.544,0.447,3.6,0.91,0.9,27.0,success,
RANDOM_MGC_9430,Random,3,3,50.48,67.58,High Similarity,High Correlation,0.92,0.85,1.0,1.0,4.7,0.476,0.572,12.77,0.58,0.899,22.0,success,
RANDOM_MGC_9431,Random,3,3,64.98,93.52,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,7.71,0.644,0.663,2.65,0.927,0.955,24.0,success,
RANDOM_MGC_9428,Random,4,6,49.91,83.73,Moderate Similarity,Very High Correlation,0.96,0.95,1.0,1.0,12.79,0.491,0.518,10.36,0.829,0.857,25.0,success,
RANDOM_MGC_9432,Random,4,6,47.29,78.24,Moderate Similarity,Very High Correlation,0.96,0.95,1.0,1.0,4.94,0.513,0.379,14.75,0.733,0.898,27.0,success,
RANDOM_MGC_9429,Random,5,10,49.63,88.28,Moderate Similarity,Very High Correlation,1.0,1.0,1.0,1.0,7.16,0.496,0.498,4.41,0.885,0.878,28.0,success,
RANDOM_MGC_9433,Random,3,3,59.03,61.34,High Similarity,High Correlation,0.92,0.85,1.0,0.9,4.38,0.639,0.477,20.74,0.56,0.737,22.0,success,
RANDOM_MGC_9434,Random,3,3,42.07,91.72,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,10.11,0.441,0.375,2.61,0.949,0.842,22.0,success,
RANDOM_MGC_9435,Random,3,3,32.04,84.63,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,7.24,0.227,0.539,5.17,0.878,0.772,26.0,success,
RANDOM_MGC_9436,Random,3,3,49.97,95.31,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,9.16,0.5,0.5,2.13,0.969,0.915,23.0,success,
RANDOM_MGC_9437,Random,3,3,62.22,40.46,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,7.27,0.655,0.546,27.93,0.336,0.566,21.0,success,
RANDOM_MGC_9439,Random,3,3,42.42,71.06,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,5.64,0.387,0.511,12.42,0.675,0.794,22.0,success,
RANDOM_MGC_9442,Random,3,3,37.16,74.43,Moderate Similarity,Very High Correlation,0.92,0.85,0.95,0.95,17.29,0.333,0.461,15.56,0.764,0.698,26.0,success,
RANDOM_MGC_9438,Random,5,10,45.09,78.1,Moderate Similarity,Very High Correlation,1.0,1.0,1.0,0.95,8.66,0.458,0.435,15.36,0.713,0.941,26.0,success,
RANDOM_MGC_9443,Random,4,6,48.03,74.26,Moderate Similarity,Very High Correlation,0.96,0.95,1.0,1.0,3.01,0.44,0.575,11.22,0.809,0.588,26.0,success,
RANDOM_MGC_9441,Random,6,15,47.12,79.38,Moderate Similarity,Very High Correlation,0.967,1.0,1.0,1.0,8.82,0.426,0.576,8.08,0.757,0.881,28.0,success,
RANDOM_MGC_9445,Random,4,6,45.69,68.48,Moderate Similarity,High Correlation,0.96,0.95,1.0,0.95,4.07,0.423,0.535,19.04,0.624,0.826,29.0,success,
RANDOM_MGC_9446,Random,3,3,56.95,93.64,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,1.49,0.576,0.554,2.75,0.928,0.956,24.0,success,
RANDOM_MGC_9447,Random,3,3,40.9,68.61,Moderate Similarity,High Correlation,0.92,0.85,1.0,1.0,1.63,0.422,0.378,13.04,0.661,0.744,22.0,success,
RANDOM_MGC_9444,Random,6,15,57.01,83.18,High Similarity,Very High Correlation,0.967,1.0,1.0,1.0,9.79,0.544,0.632,7.83,0.832,0.83,27.0,success,
RANDOM_MGC_9448,Random,3,3,52.48,84.23,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,3.46,0.571,0.417,10.52,0.823,0.887,23.0,success,
RANDOM_MGC_9449,Random,3,3,44.11,87.59,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,6.56,0.373,0.6,5.7,0.843,0.953,24.0,success,
RANDOM_MGC_9450,Random,3,3,48.69,82.65,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,7.4,0.463,0.543,12.57,0.845,0.783,23.0,success,
RANDOM_MGC_9451,Random,3,3,48.95,50.29,Moderate Similarity,High Correlation,0.92,0.85,1.0,0.9,5.07,0.492,0.483,20.65,0.51,0.486,23.0,success,
RANDOM_MGC_9452,Random,2,1,53.75,88.62,High Similarity,Very High Correlation,0.88,0.7,1.0,1.0,,0.5,0.625,,0.849,0.974,21.0,success,
RANDOM_MGC_9455,Random,3,3,22.72,92.95,Low Similarity,Very High Correlation,0.92,0.85,0.9,1.0,27.25,0.208,0.273,4.29,0.953,0.874,22.0,success,
RANDOM_MGC_9454,Random,3,3,45.59,58.14,Moderate Similarity,High Correlation,0.92,0.85,1.0,1.0,13.73,0.443,0.486,11.99,0.565,0.62,22.0,success,
RANDOM_MGC_9457,Random,3,3,52.78,93.08,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,11.52,0.511,0.568,1.29,0.94,0.909,23.0,success,
RANDOM_MGC_9453,Random,5,10,41.88,69.5,Moderate Similarity,High Correlation,1.0,1.0,1.0,0.9,14.58,0.453,0.338,22.23,0.775,0.508,28.0,success,
RANDOM_MGC_9458,Random,3,3,67.05,81.33,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,9.8,0.714,0.569,11.63,0.785,0.879,23.0,success,
RANDOM_MGC_9460,Random,3,3,56.0,65.87,High Similarity,High Correlation,0.92,0.85,1.0,1.0,7.65,0.565,0.549,9.27,0.668,0.638,25.0,success,
RANDOM_MGC_9461,Random,3,3,33.79,87.19,Moderate Similarity,Very High Correlation,0.92,0.85,0.9,1.0,20.49,0.331,0.353,4.39,0.901,0.804,26.0,success,
RANDOM_MGC_9456,Random,6,15,46.13,78.07,Moderate Similarity,Very High Correlation,0.967,1.0,1.0,1.0,7.58,0.433,0.528,10.98,0.787,0.766,28.0,success,
RANDOM_MGC_9462,Random,3,3,52.88,89.51,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,8.04,0.508,0.577,5.31,0.904,0.874,26.0,success,
RANDOM_MGC_9465,Random,3,3,49.1,68.46,Moderate Similarity,High Correlation,0.92,0.85,1.0,1.0,7.53,0.438,0.614,8.9,0.686,0.682,24.0,success,
RANDOM_MGC_9459,Random,6,15,54.94,70.75,High Similarity,Very High Correlation,0.967,1.0,1.0,1.0,5.11,0.533,0.589,11.5,0.667,0.802,27.0,success,
RANDOM_MGC_9440,Random,14,91,50.48,81.66,High Similarity,Very High Correlation,0.871,1.0,1.0,1.0,11.52,0.484,0.553,13.25,0.824,0.8,29.0,success,
RANDOM_MGC_9466,Random,3,3,54.52,70.87,High Similarity,Very High Correlation,0.92,0.85,1.0,0.95,8.57,0.512,0.622,15.17,0.843,0.395,24.0,success,
RANDOM_MGC_9468,Random,3,3,46.44,89.73,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,9.89,0.45,0.498,5.02,0.898,0.896,26.0,success,
RANDOM_MGC_9464,Random,6,15,49.15,83.51,Moderate Similarity,Very High Correlation,0.967,1.0,1.0,1.0,7.16,0.469,0.543,9.64,0.793,0.934,25.0,success,
RANDOM_MGC_9467,Random,4,6,57.39,92.53,High Similarity,Very High Correlation,0.96,0.95,1.0,1.0,3.07,0.571,0.58,2.91,0.93,0.914,27.0,success,
RANDOM_MGC_9463,Random,7,21,56.09,87.77,High Similarity,Very High Correlation,0.943,1.0,1.0,1.0,6.86,0.563,0.557,6.48,0.895,0.838,26.0,success,
RANDOM_MGC_9469,Random,4,6,52.52,72.78,High Similarity,Very High Correlation,0.96,0.95,1.0,1.0,7.18,0.491,0.606,9.28,0.643,0.926,24.0,success,
RANDOM_MGC_9470,Random,3,3,44.62,91.16,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,10.89,0.429,0.486,3.51,0.899,0.942,26.0,success,
RANDOM_MGC_9471,Random,3,3,62.29,83.5,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,9.94,0.6,0.676,3.5,0.908,0.665,22.0,success,
RANDOM_MGC_9474,Random,3,3,59.0,88.15,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,13.4,0.654,0.44,2.6,0.884,0.877,25.0,success,
RANDOM_MGC_9473,Random,4,6,43.02,70.19,Moderate Similarity,Very High Correlation,0.96,0.95,1.0,1.0,12.39,0.343,0.634,14.94,0.663,0.793,24.0,success,
RANDOM_MGC_9472,Random,5,10,47.43,84.83,Moderate Similarity,Very High Correlation,1.0,1.0,1.0,1.0,10.0,0.448,0.536,8.33,0.865,0.81,26.0,success,
RANDOM_MGC_9475,Random,3,3,56.35,78.15,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,10.75,0.579,0.526,9.18,0.829,0.67,24.0,success,
RANDOM_MGC_9477,Random,3,3,39.65,70.97,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,4.74,0.349,0.508,3.99,0.678,0.785,24.0,success,
RANDOM_MGC_9478,Random,3,3,37.13,75.79,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,0.95,6.82,0.308,0.519,18.22,0.753,0.771,26.0,success,
RANDOM_MGC_9476,Random,4,6,57.82,83.96,High Similarity,Very High Correlation,0.96,0.95,1.0,1.0,9.71,0.59,0.55,5.86,0.826,0.871,25.0,success,
RANDOM_MGC_9479,Random,3,3,50.46,55.83,High Similarity,High Correlation,0.92,0.85,1.0,0.95,9.82,0.467,0.593,19.53,0.446,0.822,20.0,success,
RANDOM_MGC_9481,Random,3,3,54.24,56.16,High Similarity,High Correlation,0.92,0.85,1.0,1.0,2.31,0.532,0.567,13.41,0.519,0.66,27.0,success,
RANDOM_MGC_9482,Random,3,3,54.49,86.1,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,12.17,0.56,0.51,3.99,0.889,0.795,23.0,success,
